,appid,average_2weeks,average_forever,developer,median_2weeks,median_forever,name,negative,owners,owners_variance,players_2weeks,players_2weeks_variance,players_forever,players_forever_variance,positive,price,publisher,score_rank,userscore
364960.0,364960,1,374,"Ryan Jake Lambourn, homph",1,409,Restricted-RPS - Hope Annihilation Arc,5,1979,1368,747,1463,990,967,7,0,gogem.pro,14,58
365020.0,365020,10,152,Andrii Vintsevych,18,107,Gynophobia,139,22021,4565,1484,2055,13608,3589,248,399,Andrii Vintsevych,20,62
365160.0,365160,222,260,Parabole,276,176,Kona,112,39836,6140,1237,1082,32908,5581,874,1999,Parabole,67,86
365190.0,365190,35,281,SkyBox Labs,35,117,TASTEE: Lethal Tactics,25,21279,4488,742,1453,15835,3871,157,1499,SkyBox Labs,61,80
365360.0,365360,1291,3601,Overhype Studios,846,1412,Battle Brothers,467,109115,10162,12124,3387,106393,10034,3408,2999,Overhype Studios,64,87
365420.0,365420,0,193,Digital Entertainment,0,217,Apollo4x,27,13361,3556,0,0,9897,3060,15,199,Digital Entertainment,3,27
365810.0,365810,147,186,ACE MADDOX,152,164,Flying Tigers: Shadows Over China,149,53939,7145,1110,1254,31671,5475,430,1599,ACE MADDOX,34,71
365870.0,365870,0,44,Team Kryll,0,44,Below Kryll,5,6186,2419,0,0,3711,1874,77,499,Team Kryll,85,92
366180.0,366180,0,181,Ben Aprigliano,0,195,Disposable Heroes,17,11876,3353,0,0,6433,2467,41,149,Evilized productions,28,53
366440.0,366440,270,465,"S2 Games, LLC",270,173,Savage Resurrection,573,110847,10242,738,1444,83135,8870,760,0,"S2 Games, LLC",13,57
366510.0,366510,0,439,Hammer Glass Studio,0,736,Ruzar - The Life Stone,21,2474,1530,0,0,1979,1368,58,649,Hammer Glass Studio,33,71
366620.0,366620,0,221,Bunnycopter,0,181,Broken Bots,5,10887,3210,0,0,7423,2650,31,699,Bunnycopter,61,69
366640.0,366640,7,319,Enigami,7,115,Shiness: The Lightning Kingdom,48,15093,3779,747,1463,10392,3136,129,2999,Focus Home Interactive,31,74
367010.0,367010,0,154,TripleBrick,0,150,Vernon's Legacy,36,9650,3022,0,0,6433,2467,52,1199,TripleBrick,15,48
367260.0,367260,0,47,Dwarves Might Fly,0,55,Dwarven Brawl Bros,6,1485,1185,0,0,1237,1082,24,499,Dwarves Might Fly,46,72
367270.0,367270,189,351,Strangely Interactive Ltd,127,79,Angels Fall First,181,38351,6025,2474,1530,32413,5539,857,1799,Strangely Interactive Ltd,51,82
367450.0,367450,182,432,Dry Cactus,62,212,Poly Bridge,250,660629,24990,37114,5927,513905,22045,2320,1199,Dry Cactus,74,90
368680.0,368680,235,152,Cybernate,235,165,Super Mutant Alien Assault,2,3711,1874,738,1444,2722,1605,67,999,Surprise Attack,97,94
368750.0,368750,0,290,"Mizar Games, Komar Games",0,320,Nebula Online,161,93280,9396,0,0,47506,6705,119,499,KISS ltd,5,39
368790.0,368790,0,938,GeekBeach,0,307,OreLight,43,3217,1744,0,0,4069,2401,38,1499,GeekBeach,7,37
369200.0,369200,70,403,Neople,22,58,Ghost in the Shell: Stand Alone Complex - First Assault Online,5160,1855452,41830,12866,3489,1340310,35571,9693,0,Nexon,22,65
369550.0,369550,0,160,Blacksea Odyssey,0,60,Blacksea Odyssey,20,20536,4409,0,0,7423,2650,139,699,Spiral Summit Games,64,85
369990.0,369990,304,903,"Alexey Bokulev, Sergei Klimov, Charlie Oscar Lima Tango Interactive Entertainment",126,296,"Gremlins, Inc.",284,125445,10896,7423,2650,113816,10378,2194,749,Yukitama Creative Industries,67,88
370360.0,370360,68,547,Zachtronics,55,134,TIS-100,65,347634,18134,5196,2217,179879,13046,2140,699,Zachtronics,97,97
370590.0,370590,0,241,Queen Birdface Productions,0,243,Gem Wars: Attack of the Jiblets,20,23258,4692,0,0,14351,3685,31,0,Queen Birdface Productions,16,60
370940.0,370940,0,191,"MindShaft Games, LLC",0,194,Demons with Shotguns,3,10639,3173,0,0,4949,2164,42,249,"MindShaft Games, LLC",85,91
371010.0,371010,72,174,Autarca,72,141,Nomad Fleet,40,9155,2943,745,1030,5196,2217,88,199,Autarca,25,68
371100.0,371100,20,186,Corrosive Studios LLC,20,144,Waste Walkers,18,24990,4863,738,1444,15835,3871,131,999,Corrosive Studios LLC,64,86
371120.0,371120,0,345,YGGDRASIL STUDIO,0,353,Discouraged Workers,33,9155,2943,0,0,5938,2370,45,1499,YGGDRASIL STUDIO,13,54
371200.0,371200,22,642,"Massive Damage, Inc.",44,282,Halcyon 6: Starbase Commander,194,117528,10546,1494,2069,100703,9762,1009,1499,"Massive Damage, Inc.",53,79
371430.0,371430,0,118,Orangepixel,0,122,Space Grunts,8,6186,2419,0,0,4949,2164,50,999,Orangepixel,61,80
371510.0,371510,256,219,SIEIDI Ltd,278,192,Gunnheim,145,117033,10524,5196,2217,61609,7636,105,999,Meridian4,5,38
371520.0,371520,267,585,Corbie Games,456,250,Bounty Train,111,33403,5623,1485,1185,27464,5098,372,2499,Daedalic Entertainment,40,73
371530.0,371530,0,0,SimaGames,0,0,Legends of Pixelia,2,742,1027,0,0,0,0,19,499,SimaGames,74,83
372430.0,372430,0,9,Hobbisoft,0,9,World Defense : A Fragmented Reality Game,8,2722,1605,0,0,742,1453,6,99,"GCE, LLC",5,40
372590.0,372590,26,348,Ignishot,26,348,Grand Designer,1,990,967,747,1463,742,838,36,3749,Ignishot,97,97
373880.0,373880,0,13,R&G Software,0,15,Fleeting Ages,14,9155,2943,0,0,1110,1254,10,199,R&G Software,5,50
374040.0,374040,318,1132,Keen Games,101,519,Portal Knights,1770,615845,24130,37856,5986,599267,23803,8803,1999,505 Games,53,83
374150.0,374150,0,191,Jarrah Technology,0,338,Concealed Intent,2,1862,1629,0,0,1484,2055,15,1499,Jarrah Technology,67,83
374460.0,374460,0,131,Dark Duo Games,0,146,Impossiball,3,13361,3556,0,0,9402,2983,27,199,Dark Duo Games,74,92
374830.0,374830,141,228,Kilted Camel,258,232,Defend The Highlands,44,141775,11583,1485,1185,64331,7803,164,999,KISS ltd,42,96
375210.0,375210,0,182,Particle Studios,0,284,Unveil,3,2474,1530,0,0,2589,1915,48,1499,Particle Studios,89,92
375230.0,375230,300,826,Behaviour Digital Inc.,83,71,"Warhammer 40,000 : Eternal Crusade",4789,718279,26056,16330,3931,464667,20963,4846,1999,Behaviour Digital Inc.,9,55
375320.0,375320,0,85,Kirill Kupryakhin,0,63,Colortone,26,7423,2650,0,0,3217,1744,42,499,Kirill Kupryakhin,17,58
375580.0,375580,227,190,"Lewis Bergin, GorePixelGames",273,182,Three Days,3,22763,4642,1475,2043,16330,3931,21,249,Lewis Bergin,64,75
375600.0,375600,11,147,Landfall,16,22,Air Brawl,240,179879,13046,1485,1453,119260,10624,656,0,Landfall,33,73
376250.0,376250,0,181,UnitedIndie,0,133,Ground Breakers,10,7918,2737,0,0,5443,2270,31,249,UnitedIndie,36,63
376310.0,376310,241,142,Drago Entertainment,241,42,Otherland MMO,313,50722,6929,742,1027,21526,4514,179,0,otherland co-production GmbH,3,36
376350.0,376350,0,8,CPsoft,0,9,OVERGRAVITY,2,1117,1262,0,0,1484,2055,3,499,CPsoft,16,50
376410.0,376410,0,217,Nodbrim Interactive,0,217,Acaratus,9,742,838,0,0,742,838,21,899,Nodbrim Interactive,28,73
376450.0,376450,0,435,Auroch Digital,0,166,Last Days of Old Earth,13,3959,1935,0,0,2474,1530,29,974,Slitherine Ltd.,26,50
376520.0,376520,180,334,Blyts,180,264,Kelvin and the Infamous Machine,16,15340,3810,745,1030,11134,3246,164,524,Blyts,77,91
376910.0,376910,0,146,Quantized Bit,0,149,Hot Guns,2,1117,1262,0,0,1117,1262,26,499,Quantized Bit,81,93
377150.0,377150,4,61,Pixeltales.ru,4,10,Tactical Genius Online,66,105899,10011,742,1453,37609,5966,153,0,Pixeltales.ru,26,69
377260.0,377260,0,23,Extrokold Games,0,13,Unearned Bounty,0,35629,5807,0,0,5691,2321,0,0,Extrokold Games,,0
377570.0,377570,0,250,Matthew Coyle,0,253,Space Drifters 2D,10,19299,4274,0,0,10639,3173,26,99,Matthew Coyle,31,81
377940.0,377940,0,10,Aera Studios,0,12,Slam,3,1732,1280,0,0,1237,1082,12,399,Aera Studios,46,80
377980.0,377980,1,277,Cargiolli Luciano,1,366,Mortos,28,3464,1810,738,1444,2227,1451,35,299,JustPlayNow,12,51
378070.0,378070,0,92,Happion Labs,0,92,Energy Hook,11,990,967,0,0,745,1030,37,1799,Happion Labs,40,66
378270.0,378270,127,235,Kazakov Oleg,135,210,Putrefaction,103,112579,10322,1114,1258,95012,9483,230,99,Kazakov Oleg,26,68
378280.0,378280,0,14,BrainDead Games,0,28,Pump-Action Captain,17,3217,1744,0,0,1114,1258,21,999,,12,54
378410.0,378410,0,57,Naturally Intelligent,0,57,Don't Be Patchman,0,747,1463,0,0,747,1463,8,999,,100,100
378420.0,378420,0,42,FrameLineNetwork,0,67,Jurassic Island: The Dinosaur Zoo,45,2227,1451,0,0,2227,1451,4,399,FrameLineNetwork,0,4
378720.0,378720,439,1923,MuHa Games,363,603,Thea: The Awakening,198,153899,12068,7029,3156,139549,11492,2085,1999,MuHa Games,77,90
378810.0,378810,0,177,Anticto,0,209,Steamroll,6,13608,3589,0,0,7670,2694,31,1299,Anticto,53,82
379420.0,379420,1,58,"Dmytry Lavrov, Alexey Lavrov",1,81,Polynomial 2 - Universe of the Music,11,6186,2419,738,1444,4206,1995,87,959,Dmytry Lavrov,67,87
379610.0,379610,33,2677,Mexond,37,3645,Animated Puzzles,1,2722,1605,1489,1457,2227,1451,33,699,Mexond,97,96
380220.0,380220,4,174,Stress Level Zero,6,71,Hover Junkers,190,52949,7079,1480,1448,48496,6775,496,3499,Stress Level Zero,31,70
380570.0,380570,0,175,Droog71,0,151,Axion,77,5443,2270,0,0,4701,2109,35,199,Droog71,2,32
380600.0,380600,399,685,Fishing Planet LLC,49,44,Fishing Planet,2651,3018851,53291,65321,7863,2091249,44397,8118,0,Fishing Planet LLC,36,75
380860.0,380860,0,20,Owlbear,0,21,Barbara-ian,5,1117,1262,0,0,1117,1262,23,599,Owlbear,51,89
381020.0,381020,42,306,Fractal Phase,75,158,Sky Rogue,39,27712,5121,1117,1262,25238,4887,533,1999,Fractal Phase,85,92
381050.0,381050,0,17,zemaGamez,0,19,The Ritual on Weylyn Island,17,1237,1082,0,0,1237,1082,42,499,zemaGamez,29,69
381120.0,381120,95,443,Strange Fire,38,238,Shoppe Keep,668,312747,17201,4454,2053,159590,12289,1421,999,Excalibur Games,25,74
381220.0,381220,0,210,Batholith Entertainment,0,227,Hydraulic Empire,26,12619,3456,0,0,8413,2822,35,799,Batholith Entertainment,13,42
381260.0,381260,26,143,Schell Games,51,132,Orion Trail,44,9402,2983,1475,2043,7175,2606,102,799,Schell Games,26,70
382050.0,382050,152,232,Flying Helmet Games,199,138,Eon Altar,56,170972,12719,1732,1280,63341,7743,457,499,Flying Helmet Games,70,92
382260.0,382260,78,1097,Linus Fredriksson,78,181,8Bit Fiesta,12,13856,3621,740,1023,9650,3022,223,799,Frozen Dev,89,95
382300.0,382300,5381,1522,"Deceptive Games, Gavin Powell",5381,211,Kidnapped,202,121734,10733,742,838,96496,9556,279,299,Deceptive Games,14,50
383070.0,383070,0,36,"Bit Planet Games, LLC",0,32,The Fleets of Sol,17,6928,2560,0,0,2970,2055,18,899,"Bit Planet Games, LLC",9,48
383230.0,383230,118,496,"Lamina Studios, Mike Studios",56,246,Dungeon Souls,374,166765,12562,6928,2560,92290,9346,1226,1299,Black Shell Media,38,82
383580.0,383580,193,195,S.C. 16 BIT NIGHTS S.R.L.,256,210,Flesh Eaters,327,607432,23964,9897,3060,425821,20068,862,199,S.C. 16 BIT NIGHTS S.R.L.,31,75
383790.0,383790,24,89,Blazing Griffin,24,57,The Ship: Remasted,187,57156,7355,742,1453,40083,6159,315,999,Blazing Griffin,18,58
383800.0,383800,0,198,Raconteur Games,0,245,Close Order,33,5938,2370,0,0,2474,1530,38,499,Raconteur Games,11,72
383840.0,383840,0,6,Stray Fawn Studio,0,6,Nimbatus - The Space Drone Constructor,0,1117,1262,0,0,745,1030,0,0,Stray Fawn Studio,,0
383930.0,383930,123,182,Saibot Studios,151,171,Doorways: Holy Mountains of Flesh,55,63836,7773,1117,1262,41320,6254,296,1999,Saibot Studios,56,85
383980.0,383980,150,1344,Dan Fornace,58,327,Rivals of Aether,373,189281,13383,17567,4077,180127,13055,3244,1499,Dan Fornace,70,89
384100.0,384100,0,154,"Team ERROR, Tiny Colossus",0,134,Slybots: Frantic Zone,7,1732,1280,0,0,1850,1619,32,699,Mangatar Games,51,62
384180.0,384180,266,309,Pipeworks Studio,93,65,Prominence Poker,309,378068,18911,5691,2321,215756,14288,1102,0,505 Games,42,78
384500.0,384500,32,457,Peach Pie Productions,34,152,Zombie Party,65,22763,4642,990,967,17320,4049,501,999,"Peach Pie Productions, Black Shell Media",67,81
384740.0,384740,0,118,Ionized Games,0,56,CAT Interstellar,131,41320,6254,0,0,24990,4863,370,499,Ionized Games,33,72
384940.0,384940,0,198,Cunning Force Games,0,223,Magical Brickout,3,10392,3136,0,0,4949,2164,17,799,Cunning Force Games,58,83
384990.0,384990,0,182,Marc Ellis,0,223,Gon' E-Choo!,14,14846,3748,0,0,10887,3210,61,199,Marc Ellis,48,87
385020.0,385020,0,186,NSE Circuit,0,212,AoF Chess Club 2.0,20,11876,3353,0,0,8165,2780,10,199,NSE Circuit,2,25
385080.0,385080,323,300,Tall Story Studios,326,301,Guardians of Victoria,142,256086,15566,7670,2694,211055,14131,44,199,New Reality Games,1,24
385130.0,385130,0,229,DarkTigerDevelop,0,277,"DvDrum, Ultimate Drum Simulator!",8,5691,2321,0,0,1485,1185,45,1999,DarkTigerDevelop,56,87
385240.0,385240,60,197,Triverske,103,199,Ultimate Arena,150,81898,8804,1856,1624,72249,8269,669,299,Triverske,48,85
385310.0,385310,0,186,Eddy Games,0,202,The Land Of Lamia,20,19794,4328,0,0,10392,3136,30,99,Eddy Games,16,59
385360.0,385360,0,278,Retro Army Limited,0,191,Super Trench Attack 2,31,16825,3990,0,0,10144,3098,41,499,Retro Army Limited,13,55
385830.0,385830,270,270,storm_sharks,270,244,Burgers,325,122476,10766,738,1444,85857,9014,253,299,storm_sharks,5,53
386080.0,386080,1,363,Milkstone Studios,1,159,Pharaonic,24,28207,5167,738,1444,6928,2560,126,599,Milkstone Studios,56,80
386100.0,386100,0,190,QuantumSquid Interactive,0,371,Pylon: Rogue,2,2242,2534,0,0,1494,2069,15,1499,QuantumSquid Interactive,67,85
386140.0,386140,38,280,Elushis,38,267,After The End: The Harvest,16,23011,4667,738,1444,9897,3060,31,499,Elushis,22,82
386180.0,386180,447,916,Targem Games,72,152,Crossout,2763,1202740,33701,142518,11613,989459,30574,5192,0,Gaijin Entertainment,22,65
386350.0,386350,0,123,The Secret Games Company,0,106,Rise: Battle Lines,14,11629,3317,0,0,5196,2217,54,599,Digital Tribe,44,65
386510.0,386510,0,28,Travian Games GmbH,0,12,Pyramid Raid,74,65815,7892,0,0,47258,6688,100,299,Travian Games GmbH,13,60
386540.0,386540,0,235,GameArt Studio GmbH,0,228,A.I. Invasion,32,11876,3353,0,0,7918,2737,22,999,GameArt Studio GmbH,4,26
386710.0,386710,0,18,Nicholas Hydock,0,20,C:\raft,11,5196,2217,0,0,990,967,9,999,Luna.red,6,50
386750.0,386750,0,283,Simon Prefontaine,0,289,Cashtronauts,13,8165,2780,0,0,4949,2164,36,799,Simon Prefontaine,33,79
386930.0,386930,0,31,Blackthorn Media Inc,0,23,Dragonflight,42,2474,1530,0,0,2474,1530,49,999,Blackthorn Media Inc,11,52
387060.0,387060,91,123,Chronicle Bench,91,105,Earth Overclocked,13,27217,5075,747,1463,16330,3931,79,49,Chronicle Bench,58,92
387090.0,387090,0,848,Dragom,0,992,Revolution : Virtual Playspace,13,1485,1185,0,0,990,967,19,1999,Dragom,15,55
387400.0,387400,0,20,BRINK 3D,0,20,C.R.E.E.P.S,9,6681,2514,0,0,742,838,5,1199,BRINK 3D,3,50
387840.0,387840,145,223,LightsoutGames,220,183,Alpha Runner,62,87836,9117,1485,1185,58888,7465,257,99,Lightsoutgames,46,86
388010.0,388010,0,9,Fingertip Games UK,0,11,Tick: The Time Based Puzzle Game,4,1485,1453,0,0,1114,1258,4,299,Fingertip Games UK,9,42
388260.0,388260,0,34,Tipping Goat LLC,0,37,Super Slam Dunk Touchdown,2,3464,1810,0,0,1850,1619,25,1170,Tipping Goat LLC,81,94
388370.0,388370,0,41,Dragon Foundry,0,13,Nova Blitz,36,30681,5389,0,0,10639,3173,85,0,"Dragon Foundry, Hashbang Games",28,70
388840.0,388840,0,0,Catstudio,0,0,CATS!,4,1494,2069,0,0,0,0,7,999,Catstudio,19,100
388900.0,388900,0,53,One Wheel Studio,0,67,Fracture the Flag,29,5443,2270,0,0,4206,1995,90,499,One Wheel Studio,36,71
389190.0,389190,0,267,"Psychic Software, Goblin Portal",0,279,Goblins and Grottos,19,5443,2270,0,0,3217,1744,56,1299,"Psychic Software, Goblin Portal",34,66
389220.0,389220,110,254,Alientrap,110,78,Maximum Override,45,16083,3901,747,1463,13608,3589,124,209,Alientrap,33,71
389310.0,389310,1,161,Sneaky Mammoth,1,180,Tic-Toc-Tower,17,13856,3621,742,1453,7918,2737,43,299,SOEDESCO Publishing,29,57
389670.0,389670,40,231,R8 Games Ltd,40,120,Formula Fusion,96,11134,3246,738,1444,10639,3173,268,1999,R8 Games Ltd,33,72
391100.0,391100,0,13,Team Frizz,0,25,Frizzy,4,7423,2650,0,0,1117,1262,9,299,Team Frizz,,0
391240.0,391240,16,133,Coty Getzelman,16,147,Forgotten Lore,12,10392,3136,747,1463,5691,2321,38,0,Coty Getzelman,38,76
391280.0,391280,0,499,ManaVoid Entertainment Inc.,0,188,Epic Manager - Create Your Own Adventuring Agency!,46,11382,3282,0,0,10887,3210,137,1007,ManaVoid Entertainment Inc.,34,68
391300.0,391300,0,266,"Nova Dimension, Recreat4",0,271,Double Cubes,27,37856,5986,0,0,32908,5581,46,49,Nova Dimension,19,48
391720.0,391720,85,261,Bloober Team SA,55,182,Layers of Fear,669,512668,22018,14846,3748,266973,15893,7275,1999,Aspyr,77,92
391820.0,391820,0,223,Alex Williams,0,22,Evolution,18,13114,3523,0,0,7423,2650,15,0,Grubby Monster Games,6,45
392000.0,392000,38,191,Sanzaru Games Inc.,43,92,TRON RUN/r,53,13114,3523,1110,1254,11134,3246,212,499,Disney Interactive,46,79
392110.0,392110,706,1678,AMPLITUDE Studios,338,792,Endless Space 2,1143,280829,16300,105156,9976,257571,15611,4748,3999,SEGA,46,82
392580.0,392580,0,100,Cyril Megem,0,45,WARSHIFT,120,39341,6102,0,0,31176,5432,417,1299,Nominia Ltd,40,76
392610.0,392610,0,0,Partickhill Games Limited,0,0,Tricone Lab,2,1237,1082,0,0,0,0,50,999,Partickhill Games Limited,95,100
393460.0,393460,1,167,Lubiterum,1,168,Crazy Pixel Streaker,3,20289,4382,747,1463,10144,3098,22,499,"Playdius, Plug In Digital",67,100
393790.0,393790,100,99,SIM720 LIMITED,101,51,Rogue Operatives Hide and Seek,14,25732,4935,1110,1254,16825,3990,61,0,SIM720 LIMITED,48,81
394760.0,394760,138,372,"BadFly Interactive, a.s.",156,180,Dead Effect 2,270,85362,8988,1732,1280,53692,7129,712,359,"BadFly Interactive, a.s.",31,71
395500.0,395500,0,166,Shotgun Surgeons,0,314,Rot Gut,28,7670,2694,0,0,1485,1185,188,199,Shotgun Surgeons,64,88
395550.0,395550,0,84,"Adam McLellan, Ricardo Chirino",0,135,Operation Hardcore,0,1114,1258,0,0,1114,1258,6,599,Adam McLellan,100,100
395600.0,395600,103,118,Windforce,103,181,Armor Clash,22,2474,1530,742,1453,2474,1530,47,499,Windforce,25,67
396650.0,396650,269,625,PixelFade Inc,390,551,ACE Academy,26,24990,4863,1485,1453,15340,3810,697,1999,PixelFade Inc,95,96
396750.0,396750,201,684,ROCKFISH Games,54,165,EVERSPACE,529,177157,12947,16578,3961,157858,12222,2620,2999,ROCKFISH Games,53,81
396930.0,396930,0,51,Overcurfew,0,82,Tidal Affair: Before The Storm,5,1485,1185,0,0,1114,1258,13,999,Overcurfew,31,62
397060.0,397060,305,625,Abrakam SA,149,105,Faeria,654,985005,30505,15340,3810,590112,23621,3607,0,Abrakam SA,56,84
397310.0,397310,98,443,Looterkings,108,251,Looterkings,40,13361,3556,1494,2069,12371,3422,253,1799,HeadUp Games,61,87
397390.0,397390,828,550,One Man Left Studios,828,389,Space Food Truck,35,10639,3173,747,1463,9650,3022,100,999,One Man Left Studios,34,72
397660.0,397660,0,90,"Hatipoglu Sores, Kendal Hatipoglu",0,134,Behind You,7,1114,1258,0,0,1114,1258,11,1699,OxPrimeStudio,17,60
397810.0,397810,0,11,Curvature Systems,0,18,Super Bomb Rush!,3,13608,3589,0,0,1237,1082,5,999,Curvature Systems,,0
397860.0,397860,1,65,dwCrew,1,65,Carnivore Land,2,742,1027,738,1444,742,1027,16,799,dwCrew,67,75
398670.0,398670,0,276,Allied Games Inc.,0,370,Shadow Heroes: Vengeance In Flames,5,2474,1530,0,0,1732,1280,7,299,Allied Games Inc.,14,100
398680.0,398680,145,345,ZeroBit Games,206,336,Ace Of Words,221,151672,11980,2234,1785,115548,10457,463,499,Ocean Media LLC,24,68
398850.0,398850,124,194,Fishing Cactus,65,103,Epistory - Typing Chronicles,75,253612,15490,13114,3523,101692,9810,1765,644,"Fishing Cactus, Plug In Digital",92,96
398970.0,398970,0,162,,0,195,Fasaria World: Browser MO,17,8907,2903,0,0,5196,2217,10,499,NSE CIRCUIT,3,54
399240.0,399240,0,386,XProd Games,0,496,XNemesis,1,3217,1744,0,0,1979,1368,7,129,XProd Games,64,50
399670.0,399670,154,257,Endless Loop Studios,81,209,Game Corp DX,274,120992,10700,3351,2186,95012,9483,1996,299,Endless Loop Studios,64,87
399820.0,399820,42,222,Merixgames,44,111,Kopanito All-Stars Soccer,191,66310,7922,2969,1676,58888,7465,975,799,Merixgames,53,82
400450.0,400450,90,252,Flying Oak Games,90,135,NeuroVoider,46,14846,3748,742,838,13608,3589,226,1399,"Playdius, Plug In Digital",53,80
401250.0,401250,0,322,Web Interactive Solutions,0,322,Zulu Response,21,1494,2069,0,0,747,1463,19,749,Web Interactive Solutions,7,45
401810.0,401810,254,226,PolyKid,273,119,Poi,40,82888,8857,1110,1254,30186,5345,457,1499,PolyKid,77,94
402220.0,402220,0,410,89AM Studio,0,349,Lift It,31,10392,3136,0,0,5938,2370,32,499,89AM Studio,9,84
402280.0,402280,0,40,jago138,0,42,SNIPER BLACKLIST,23,1732,1280,0,0,1732,1280,17,99,jago138,5,33
402310.0,402310,116,472,Pera Games,179,225,Overfall,45,17320,4049,990,967,14846,3748,306,1499,Pera Games,64,83
402330.0,402330,0,96,All Seeing Eye Games,0,62,Press X to Not Die,120,42063,6309,0,0,32165,5517,1490,299,All Seeing Eye Games,81,93
402450.0,402450,8,93,Mythyn Interactive,8,28,Linkrealms,57,24248,4790,742,1453,11629,3317,94,0,Mythyn Interactive,18,62
402530.0,402530,476,271,The Game Kitchen,476,200,The Last Door: Season 2 - Collector's Edition,12,38351,6025,742,838,15835,3871,229,999,Phoenix Online Publishing,92,96
402560.0,402560,77,112,Tabletopia Inc.,64,19,Tabletopia,276,307551,17057,3711,1874,246684,15277,331,0,Tabletopia Inc.,11,54
402570.0,402570,529,652,Trion Worlds,107,59,Atlas Reactor,789,913746,29383,13856,3621,621041,24231,3478,0,Trion Worlds,48,81
403850.0,403850,122,171,AIVIK LLC,122,162,Sky To Fly: Faster Than Wind,32,16083,3901,747,1463,8907,2903,75,267,Absolutist Ltd.,28,63
403860.0,403860,0,17,Nicolas Bernard,0,10,ALPAGES : THE FIVE BOOKS,69,19794,4328,0,0,4949,2164,60,99,Microids Indie,7,47
403980.0,403980,22,84,Odin Game Studio,24,27,World Ship Simulator,122,43052,6383,990,967,18804,4219,44,1999,Excalibur Games,1,19
404200.0,404200,107,113,Playwood Project,107,94,WARTILE,19,7175,2606,742,1453,5938,2370,129,1999,Deck13,64,86
404620.0,404620,102,358,Stardock Entertainment,129,122,The Political Machine 2016,144,96249,9544,1485,1453,49980,6878,500,499,Stardock Entertainment,40,78
404640.0,404640,0,143,Sunlight Games,0,110,Game Tycoon 2,99,12866,3489,0,0,8907,2903,121,749,KISS ltd,12,36
404850.0,404850,0,259,"Collin, Kaleb, & Jeya",0,301,DARTHY,7,2474,1530,0,0,2227,1451,18,99,cwade games,31,72
405000.0,405000,195,201,Whalegun,315,150,UTOPIA 9 - A Volatile Vacation,8,7175,2606,1475,2043,4454,2053,94,1199,Whalegun,81,87
405240.0,405240,0,146,Michael Todd Games,0,248,Hairy Little Buggers,7,1485,1185,0,0,1485,1185,13,1499,Michael Todd Games,22,50
405370.0,405370,0,291,Farsky Interactive,0,193,Sky Break,122,16825,3990,0,0,13608,3589,257,999,Farsky Interactive,24,67
405550.0,405550,0,54,FobTi interactive,0,35,Jet Set Knights,4,4949,2164,0,0,3959,1935,36,999,FobTi interactive,74,85
405960.0,405960,0,83,Hit the Crow,0,112,Sunken,18,2227,1451,0,0,1485,1185,24,999,,13,41
406170.0,406170,31,176,StormCube Games,31,66,Vortex: The Gateway,123,18310,4163,747,1463,10144,3098,183,319,StormCube Games,15,56
406220.0,406220,0,136,Prismic Studios LLC,0,133,Gnomes Vs. Fairies: Greckel's Quest,8,4206,1995,0,0,3723,2304,46,999,Prismic Studios LLC,58,82
406280.0,406280,0,18,FutureVisionsGames,0,29,DesertLand 2115,31,1862,1629,0,0,1862,1629,34,499,FutureVisionsGames,10,40
406930.0,406930,0,38,Naloki,0,74,Epic Showdown,17,23753,4741,0,0,1485,1453,12,499,Naloki,5,60
407000.0,407000,144,84,Fixer Games,242,81,Survival Is Not Enough,19,4701,2109,2989,2927,3711,1874,16,499,Fixer Games,6,34
407420.0,407420,186,148,Antonio Renna,186,110,Gabe Newell Simulator 2.0,283,12371,3422,742,1453,9650,3022,246,300,Antonio Renna,7,46
407530.0,407530,25,232,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",7,23,ARK: Survival Of The Fittest,2918,7420570,83168,24495,4815,1953433,42916,4253,0,Studio Wildcard,15,65
407710.0,407710,0,69,"Immersive Entertainment, Inc.",0,26,The Grand Canyon VR Experience,21,7175,2606,0,0,6681,2514,35,299,"Immersive Entertainment, Inc",18,59
407730.0,407730,0,36,Digital Homicide Studios,0,16,Dungeons Of Kragmor,37,119012,10613,0,0,5691,2321,24,99,Digital Homicide Studios,4,39
407840.0,407840,31,242,"Trek Industries, Inc",49,55,Guardians of Orion,1451,281324,16314,2227,1779,201405,13805,2068,62,Spiral Game Studios,14,58
407880.0,407880,0,305,Dragon's Games,0,353,Mad Nords: Probably an Epic Quest,5,14846,3748,0,0,10887,3210,83,599,Dragon's Games,89,88
408110.0,408110,251,237,"Timushev Vladimir, Composer-Motorin Dmitry (Djinotan)",252,246,Planet R-12,18,73238,8325,48743,6792,63341,7743,88,49,Timushev Vladimir,53,83
408340.0,408340,0,28,Mark Schramm,0,38,Gravity Lab - Gravitational Testing Facility & Observations,4,1979,1368,0,0,1237,1082,27,1999,Mark Schramm,64,86
408740.0,408740,11,516,Raptor Claw Games,11,284,Pro Gamer Manager,348,40331,6178,745,1030,38104,6005,373,999,501 Industries,9,50
408900.0,408900,0,262,"Geoff ""Zag"" Keene",0,349,Unfortunate Spacemen,20,2969,1676,0,0,1732,1280,90,1499,New Blood Interactive,48,79
